Address,City,Price,Lot size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden
Ropta 14,Drachten,239000,126.0,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin
A.G. Wijersweg 9,Wekerom,598000,138.0,1966,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een vliering,C,In woonwijk,"Achtertuin, voortuin en zijtuin"
Klaverkampen 5,Vries,495000,136.0,1997,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,2 woonlagen en een vliering,B,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Tuin rondom
Kreugerlaan 7,Weesp,1950000,351.0,,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, aan vaarwater, aan water, beschutte ligging, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom en zonneterras
Maasdijk 102,Poederoijen,470000,113.0,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning (dijkwoning)",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,Open ligging en vrij uitzicht,Achtertuin en voortuin
Heuvel 17,Den Bosch,925000,184.0,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin
Dorpsweg 8,Rockanje,949000,204.0,1926,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In centrum,"Achtertuin, voortuin en zijtuin"
Kortonjolaan 28,Eindhoven,525000,135.0,1956,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan park, aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Wildforster 61,Barneveld,359000,107.0,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin
Nilantsweg 99,Zwolle,2100000,303.0,1650,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met riet,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A+++,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen en vrij uitzicht",Tuin rondom
Stationsstraat 31,Wierden,750000,342.0,1978,Bestaande bouw,"Herenhuis, vrijstaande woning",Schilddak bedekt met pannen,8 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,C,In centrum,"Achtertuin, tuin rondom, voortuin en zijtuin"
Dorpsstraat 91,Oostknollendam,475000,166.0,1950,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,3 woonlagen,C,Aan rustige weg en in woonwijk,"Voortuin, zijtuin en zonneterras"
Heemraadschapslaan 84,Amstelveen,745000,95.0,1925,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Mariannalaan 11,Apeldoorn,695000,115.0,1927,Bestaande bouw,"Herenhuis, vrijstaande woning",Tentdak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",G,In woonwijk,Achtertuin en voortuin
Oosterkade 23,Rotterdam,750000,152.0,1988,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan water en vrij uitzicht,
L. van Wijkplein 12,Heemstede,895000,150.0,1976,Bestaande bouw,"Villa, vrijstaande woning",Dwarskap bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin
Dalweg 4,Baarn,725000,193.0,1910,Bestaande bouw,"Villa, halfvrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,F,In centrum en in woonwijk,"Achtertuin, voortuin en zijtuin"
Dorsvloer 170,Drachten,325000,125.0,1986,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder met vliering,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Hoofdweg 32,Steenbergen (DR),1098000,455.0,1910,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A,"In bosrijke omgeving, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Oude Eemnesserstraat 13,Hilversum,350000,92.0,1931,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,G,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Lindenstraat 58,Abbekerk,399000,95.0,1970,Bestaande bouw,"Bungalow, vrijstaande woning",Samengesteld dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Zeestraat 124,Beverwijk,925000,226.0,1907,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,C,Beschutte ligging,"Achtertuin, voortuin en zijtuin"
Berkenhof 1,Zuid-Scharwoude,595000,88.0,1968,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag en een zolder,A+++,Aan rustige weg en vrij uitzicht,Tuin rondom
Maarten Trompstraat 11,Zevenaar,345000,130.0,1970,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Vondellaan 63,Beverwijk,395000,94.0,1922,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Mansarde dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,Aan drukke weg en beschutte ligging,Tuin rondom
Parkweg 2 A,Den Haag,1750000,203.0,1906,Bestaande bouw,,"Samengesteld dak bedekt met bitumineuze dakbedekking, leisteen en metaal",5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan park, aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin
Hildebrandhove 28,Zoetermeer,400000,116.0,1968,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, zijtuin en zonneterras"
Sweelinckstraat 10,Bunschoten-Spakenburg,439000,123.0,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Plataanweg 6,Assen,450000,168.0,1928,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,E,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Langendijk 39,Vianen (UT),650000,303.0,1934,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,10 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een kelder,G,In centrum,Plaats
Korte Kerkstraat 22,Terneuzen,795000,316.0,1932,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met overig en pannen,9 kamers (7 slaapkamers),4 badkamers en 1 apart toilet,"3 woonlagen, een zolder met vliering en een kelder",C,Aan rustige weg en in centrum,"Achtertuin, voortuin en zijtuin"
Leek 30,Bergen (NH),625000,141.0,1969,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin
Eikenlaan 14 B,Wassenaar,1450000,155.0,1952,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,A+,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en landelijk gelegen",Tuin rondom
Bulckesteynstraat 40,Deil,440000,142.0,1973,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, voortuin en zijtuin"
Wamelinkweg 4,Winterswijk,650000,198.0,1982,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak,5 kamers (4 slaapkamers),3 badkamers,"2 woonlagen, een zolder en een kelder",C,Aan rustige weg,Tuin rondom
Kloosterstraat 6,Vierlingsbeek,450000,131.0,2004,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,A,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin
Eleanor Rooseveltlaan 190,Amstelveen,1325000,218.0,1971,Bestaande bouw,"Villa, vrijstaande woning (split-level woning)",Plat dak,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,E,"Beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Groenhovenstraat 2,Leiden,1250000,201.0,1915,Bestaande bouw,"Grachtenpand, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin
Lemsterweg 22,Rutten,950000,292.0,2022,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Beschutte ligging, buiten bebouwde kom, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom, voortuin en zijtuin"
Ter Weijdelaan 14,Culemborg,350000,84.0,1964,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin"
Binnenweg 19,Voorst (Gem. Voorst),449000,103.0,1939,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",F,Aan rustige weg en in woonwijk,Tuin rondom
Iepenhout 2,Houten,865000,172.0,2001,Bestaande bouw,"Villa, halfvrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk,"Achtertuin, voortuin en zijtuin"
Steekmast 12,Krimpen aan den IJssel,550000,140.0,1986,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, aan water, beschutte ligging en in woonwijk","Achtertuin, voortuin en zijtuin"
Burgemeester Knappertlaan 150,Schiedam,575000,183.0,1938,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,F,In woonwijk,Achtertuin en voortuin
Eperweg 44 3,'t Harde,429000,130.0,2002,Bestaande bouw,,Zadeldak,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,"In woonwijk, open ligging en vrij uitzicht",
Kroningslaan 8,Baarn,1100000,171.0,1957,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Schilddak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,Tuin rondom
Dommelstraat 6,Sint-Michielsgestel,1350000,259.0,1958,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,F,Aan rustige weg en in woonwijk,"Achtertuin, tuin rondom, voortuin en zijtuin"
Daelenbroek 16,Weert,300000,117.0,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Koninginneweg 123 H,Amsterdam,2595000,238.0,1902,Bestaande bouw,,,6 kamers (5 slaapkamers),3 badkamers en 3 aparte toiletten,3 woonlagen,B,In woonwijk,Achtertuin
Zonnebloemstraat 19,Tiel,379000,97.0,1953,Bestaande bouw,"Eengezinswoning, hoekwoning",Dwarskap bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een vliering,D,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zonneterras"
Hofland 146,Mijdrecht,798000,224.0,1974,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,9 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Open ligging en vrij uitzicht,"Achtertuin, voortuin en zijtuin"
van Panhuysstraat 55,Noordwijk (ZH),1395000,256.0,2009,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),3 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,A,"Aan park, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin"
's-Gravenzandseweg 46 b,Naaldwijk,539000,120.0,1954,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in centrum,"Achtertuin, voortuin en zijtuin"
Koedoodsekade 10,Rhoon,609000,156.0,2003,Bestaande bouw,"Herenhuis, halfvrijstaande woning",Plat dak,6 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,4 woonlagen,B,"Aan rustige weg, aan water, beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Content Hofstede 3,Assen,225000,69.0,1988,Bestaande bouw,,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer,3 woonlagen,C,In centrum,
Kerkstraat 70,Elshout,695000,222.0,1975,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,D,In woonwijk,"Achtertuin, plaats, voortuin en zijtuin"
Kleine Houtstraat 125,Enschede,295000,104.0,1994,Bestaande bouw,,Plat dak,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,"Aan park, aan rustige weg en in woonwijk",
Sprengenhof 5,Laag-Soeren,600000,146.0,2019,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin"
Kerkelaan 5 C,Bergen (NH),1200000,119.0,2021,Bestaande bouw,,Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag,A++,"Aan rustige weg, beschutte ligging en in bosrijke omgeving",
Hofsingel 4,Vlaardingen,715000,188.0,1900,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Poortlaan 43,Wassenaar,995000,189.0,1956,Bestaande bouw,"Herenhuis, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een vliering,E,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, voortuin en zijtuin"
Bertram 31,Meppel,479500,165.0,2008,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin
Luchiesweg 4,Geesbrug,599000,155.0,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, beschutte ligging, buiten bebouwde kom, in bosrijke omgeving en landelijk gelegen",Tuin rondom en zonneterras
Haanwijk 2 c,Harmelen,882000,232.0,2001,Bestaande bouw,"Eengezinswoning, vrijstaande woning (paalwoning)",Zadeldak bedekt met riet,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Aan drukke weg, aan water en in woonwijk",Zonneterras
Ruysdaelstraat 164,Heemskerk,269000,77.0,1965,Bestaande bouw,,,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,In centrum,
Blaak 616,Rotterdam,550000,96.0,2006,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,In centrum en vrij uitzicht,
Dijkmeent 56,Almere,299500,81.0,1980,Bestaande bouw,,Samengesteld dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,E,"In bosrijke omgeving, in woonwijk, open ligging en vrij uitzicht",
De Akker 22,Vlijmen,450000,104.0,1930,Bestaande bouw,"Bungalow, 2-onder-1-kapwoning (semi-bungalow)",Mansarde dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,In centrum,Achtertuin en voortuin
Popelingstraat 6,Haarlem,450000,64.0,1890,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,Beschutte ligging en in centrum,Plaats
Berg en Bos 26,Hattem,1150000,213.0,1965,Bestaande bouw,"Bungalow, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag en een kelder,D,Aan bosrand en aan rustige weg,Tuin rondom
Langeweg 77,Grootegast,785000,299.0,1928,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met asbest en pannen,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een vliering,A,Landelijk gelegen en open ligging,Tuin rondom
Molenbuurt 1,Wieringerwaard,549000,153.0,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en landelijk gelegen,Achtertuin en zijtuin
Stiftstraat 27,Molenhoek,598000,140.0,1967,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,Tuin rondom
Bloemfonteinstraat 155,Den Haag,485000,153.0,2007,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en zijtuin
Molenweg 38,Oostvoorne,950000,211.0,2010,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom
De Brink 192,Den Haag,325000,96.0,1977,Bestaande bouw,,Plat dak bedekt met bitumineuze dakbedekking,4 kamers (2 slaapkamers),1 badkamer,1 woonlaag,D,"Aan rustige weg, aan water, in centrum en vrij uitzicht",
Oosterstraat 17,Haarlem,750000,130.0,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin
Jachtlaan 21,Tollebeek,435000,166.0,1985,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan bosrand, aan rustige weg en in woonwijk",Achtertuin en voortuin
Crailoseweg 26,Huizen,2150000,388.0,2008,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met riet,5 kamers (3 slaapkamers),2 badkamers en 2 aparte toiletten,"2 woonlagen, een vliering en een kelder",A,In bosrijke omgeving en in woonwijk,Tuin rondom
Sint Marten 3,Arnhem,435000,108.0,1895,Bestaande bouw,,Plat dak,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,"Aan park, aan rustige weg, in centrum en in woonwijk",
Platanenlaan 146,Grootebroek,395000,130.0,1972,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin
